numeric__age,numeric__monthly_income,categorical__account_type_basic,categorical__account_type_business,categorical__account_type_premium,categorical__city_Hebron,categorical__city_Nablus,categorical__city_Ramallah,churned
-0.743778219427792,1.853584611437821,0.0,0.0,1.0,1.0,0.0,0.0,1
0.9526144365457462,1.288877290352842,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.35823443397926064,0.45548244651489395,0.0,1.0,0.0,0.0,0.0,1.0,1
0.5670706510972148,-0.9032313799767591,1.0,0.0,0.0,0.0,0.0,1.0,0
0.02730935146927079,0.9796760480705632,1.0,0.0,0.0,0.0,0.0,1.0,0
0.02730935146927079,0.4606525141335962,0.0,0.0,1.0,0.0,0.0,1.0,0
1.4152669790839838,-0.2576526132526886,1.0,0.0,0.0,0.0,1.0,0.0,0
-2.131735847042505,-0.6277135739258073,0.0,1.0,0.0,0.0,1.0,0.0,1
-1.7461920615939737,-0.735226467143166,0.0,0.0,1.0,0.0,1.0,0.0,1
1.0297231936354525,-0.9217388849652588,1.0,0.0,0.0,0.0,1.0,0.0,0
0.8755056794560399,-0.8486448255284391,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.04979940562043549,1.3127554259280108,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.28112567688955437,-1.1958527502404421,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.5148657903248548,-0.38780683707608676,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.6666694623380858,-0.993295294980999,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.12690816271014177,0.4357381365572654,0.0,0.0,1.0,0.0,1.0,0.0,0
1.4152669790839838,-1.7914244836181032,1.0,0.0,0.0,0.0,1.0,0.0,0
1.723702007442809,0.48089823151114175,1.0,0.0,0.0,1.0,0.0,0.0,0
0.8755056794560399,1.2911057677746964,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.6690833045042675,-1.4261770341761895,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.4353431910689669,1.5677043853752473,0.0,0.0,1.0,1.0,0.0,0.0,0
0.3357443798280959,-2.351997979085543,1.0,0.0,0.0,1.0,0.0,0.0,1
1.183940707814865,-0.26249955164522154,1.0,0.0,0.0,1.0,0.0,0.0,1
0.7983969223663336,-1.3023851133921853,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.20401691979984807,-0.4670514941972242,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.5148657903248548,0.7690960740924444,0.0,0.0,1.0,0.0,1.0,0.0,0
0.41285313691780223,-0.20670961938909987,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.6666694623380858,-0.11798279083797279,1.0,0.0,0.0,0.0,1.0,0.0,0
0.7212881652766273,-0.865770674515389,0.0,1.0,0.0,1.0,0.0,0.0,0
1.1068319507251587,0.8580346079986482,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.3606482761454424,-1.8559389049807842,1.0,0.0,0.0,1.0,0.0,0.0,0
0.4899618940075085,-0.8455138147507335,0.0,1.0,0.0,0.0,1.0,0.0,0
1.4152669790839838,0.009374693820998509,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.35823443397926064,-0.8831305136316336,0.0,1.0,0.0,0.0,1.0,0.0,0
-1.9004095757733863,2.05468241398595,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.12690816271014177,-0.296483832328499,0.0,1.0,0.0,0.0,0.0,1.0,0
0.5670706510972148,0.28795665632699985,0.0,1.0,0.0,1.0,0.0,0.0,1
1.2610494649045714,-1.8069346864742089,1.0,0.0,0.0,0.0,0.0,1.0,0
0.02730935146927079,-0.334880498307048,0.0,0.0,1.0,0.0,0.0,1.0,1
0.7983969223663336,0.5463486133910017,0.0,1.0,0.0,0.0,1.0,0.0,0
0.02730935146927079,-0.35080296948619666,0.0,1.0,0.0,1.0,0.0,0.0,1
-0.12690816271014177,1.0279337266408166,0.0,1.0,0.0,0.0,1.0,0.0,0
1.183940707814865,-0.9516673367407612,0.0,0.0,1.0,1.0,0.0,0.0,0
1.5694844932633965,2.7084842623966625,1.0,0.0,0.0,0.0,0.0,1.0,1
1.0297231936354525,-0.0750901716608325,1.0,0.0,0.0,0.0,1.0,0.0,1
0.8755056794560399,-0.0750901716608325,0.0,1.0,0.0,0.0,1.0,0.0,1
0.02730935146927079,0.1404648781615756,0.0,1.0,0.0,1.0,0.0,0.0,0
1.5694844932633965,-0.550129132483951,1.0,0.0,0.0,0.0,0.0,1.0,1
-1.052213247786617,-1.3600135395213366,0.0,1.0,0.0,0.0,0.0,1.0,1
0.02730935146927079,-0.5413823586031732,0.0,0.0,1.0,1.0,0.0,0.0,1
-1.82330081868368,1.1328950132101532,1.0,0.0,0.0,0.0,1.0,0.0,0
-1.3606482761454424,-0.1662516117953358,0.0,0.0,1.0,0.0,1.0,0.0,0
0.6441794081869211,-0.20233066125515645,0.0,0.0,1.0,1.0,0.0,0.0,0
-0.5124519481586732,0.5308161257606774,0.0,1.0,0.0,0.0,1.0,0.0,0
0.6441794081869211,0.7329947398584052,0.0,1.0,0.0,0.0,1.0,0.0,0
0.5670706510972148,2.4280526636305226,1.0,0.0,0.0,1.0,0.0,0.0,0
0.10441810855897707,0.6454378619537513,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.28112567688955437,-0.21660405914213293,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.35823443397926064,0.8504020728287974,0.0,0.0,1.0,0.0,1.0,0.0,0
1.4923757361736902,2.22441439682148,0.0,1.0,0.0,1.0,0.0,0.0,0
0.9526144365457462,-0.7455777447676795,0.0,0.0,1.0,1.0,0.0,0.0,0
-1.283539519055736,0.8084621277494998,0.0,0.0,1.0,0.0,1.0,0.0,0
0.6441794081869211,1.233544195968201,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.7461920615939737,0.45726522845237727,0.0,1.0,0.0,0.0,1.0,0.0,0
-1.283539519055736,-0.9835902758088236,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.6666694623380858,0.6985759060778662,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.28112567688955437,-0.011194152782716375,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.28112567688955437,-0.0750901716608325,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.8979957336072046,-0.24791416691918522,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.9775183328630925,-1.511204590207039,1.0,0.0,0.0,1.0,0.0,0.0,0
0.3357443798280959,-0.9611160810094234,0.0,1.0,0.0,1.0,0.0,0.0,0
1.183940707814865,0.08860820855502696,0.0,1.0,0.0,0.0,0.0,1.0,0
0.02730935146927079,-0.8744951636219483,1.0,0.0,0.0,1.0,0.0,0.0,0
0.02730935146927079,1.1074680858267953,1.0,0.0,0.0,0.0,0.0,1.0,0
1.183940707814865,-1.5124971071117144,1.0,0.0,0.0,0.0,0.0,1.0,0
0.02730935146927079,0.8079050083940362,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.28112567688955437,1.4029641919646705,0.0,1.0,0.0,0.0,1.0,0.0,1
0.41285313691780223,-0.0750901716608325,0.0,1.0,0.0,1.0,0.0,0.0,0
1.0297231936354525,0.4536550950289736,1.0,0.0,0.0,1.0,0.0,0.0,0
0.02730935146927079,-1.3051484253952845,0.0,0.0,1.0,0.0,0.0,1.0,0
-1.5919745474145612,0.4727085769858274,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.82330081868368,-0.3055203082741182,0.0,0.0,1.0,0.0,1.0,0.0,0
-0.4353431910689669,-0.0750901716608325,0.0,0.0,1.0,1.0,0.0,0.0,1
-1.4377570332351486,0.8210195980216486,1.0,0.0,0.0,1.0,0.0,0.0,0
0.8755056794560399,-0.0750901716608325,1.0,0.0,0.0,0.0,0.0,1.0,0
0.02730935146927079,0.3495740570412704,1.0,0.0,0.0,0.0,0.0,1.0,1
1.723702007442809,0.026701105775915602,0.0,0.0,1.0,0.0,0.0,1.0,0
0.6441794081869211,0.5892913733101333,0.0,1.0,0.0,1.0,0.0,0.0,0
0.10441810855897707,-1.241012845194319,1.0,0.0,0.0,0.0,1.0,0.0,0
0.02730935146927079,-0.8000417329577972,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.743778219427792,0.7936316105070598,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0297231936354525,-0.5229528503244385,0.0,1.0,0.0,0.0,1.0,0.0,0
-1.82330081868368,1.0767039550180977,0.0,1.0,0.0,0.0,1.0,0.0,1
-0.35823443397926064,0.2764799976044502,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.5895607052483794,-1.0081926665460945,0.0,0.0,1.0,0.0,0.0,1.0,0
0.7983969223663336,-0.0321975524836927,0.0,0.0,1.0,1.0,0.0,0.0,0
